Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
155815,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,MELANOPSIDAE,Melanopsis,praemorsa,"(Linnaeus, 1758)",,,,,Melanopsis algerica  |Melanopsis attenuata  |Melanopsis barbini plicata  |Melanopsis brevicula  |Melanopsis excoriata  |Melanopsis foleyi  |Melanopsis inconspicua  |Melanopsis maroccana  |Melanopsis maroccana  |Melanopsis mellalensis  |Melanopsis modica  |Melanopsis pseudoferrusacii  |Melanopsis turrita  |Melanopsis vondeli  ,,,,LC,,3.1,2011,stable,N
169612,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Microphis,insularis,"(Hora, 1925)",,,,,Doryichthys insularis  ,Andaman Pipefish,,,VU,B1ab(iii),3.1,2009,unknown,N
13638,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Molossops,aequatorianus,"Cabrera, 1917",,,,,"",Equatorial Dog-faced Bat,,,VU,D2,3.1,2008,unknown,N
178858,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,LEGUMINOSAE,Mora,oleifera,(Triana ex Hemsl.) Ducke,,,,,"",,,,VU,C1,3.1,2010,decreasing,N
182088,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSTEOGLOSSIFORMES,MORMYRIDAE,Mormyrops,anguilloides,"(Linnaeus, 1758)",,,,,Mormyrops anguilloides voltae  |Mormyrops anguiloides anguiloides  |Mormyrops deliciosus  |Mormyrops longiceps  |Mormyrops zambanenje  |Mormyrops zambezense  |Mormyrus anguilloides  |Mormyrus swanenburgi  |Mormyrus tuckeyi  |Mormyrus zambanenje  |Oxyrhynchus deliciosus  ,"African carp, Cornish jack, Cornish jack (FB)",,,LC,,3.1,2010,unknown,N
106003825,ANIMALIA,CHORDATA,AVES,CICONIIFORMES,CICONIIDAE,Mycteria,cinerea,"(Raffles, 1822)",,,,,"",Milky Stork,,,VU,A2cd+3cd+4cd,3.1,2008,decreasing,N
182825,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Nannothrissa,stewarti,"Poll & Roberts, 1976",,,,,"","Mai-ndombe dwarf sprat, Mai-ndombe dwarf sprat (FB)",,,EN,B1ab(v),3.1,2010,unknown,N
161716,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Narcine,entemedor,"Jordan & Starks, 1895",,,,,"","Giant Electric Ray, Cortez Electric Ray",,Raya Electrica,DD,,3.1,2009,unknown,N
178800,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ARECALES,PALMAE,Nypa,fruticans,Wurmb,,,,,"","Nypa Palm, Mangrove Palm, Nipa Palm",,,LC,,3.1,2010,unknown,N
169268,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Oligoaeschna,poeciloptera,"(Karsch, 1889)",,,,,Jagoria poeciloptera  ,,,,NT,,3.1,2009,decreasing,N
60624,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Oreochromis,mweruensis,"Trewavas, 1983",,,,,Oreochromis macrochir mweruensis  |Tilapia natalensis  |Tilapia nilotica  ,Mweru tilapia,,,LC,,3.1,2010,unknown,N
