"ID","Genus Hybrid","Genus","Species Hybrid","Species","Infraspecific Rank","Infraspecific Epithet","Cultivar","No. Locations","Crop Wild Relative","Red List","Red List 1997","CITES Appendix","CITES Last Assessed","Medicinal Distribution","Medicinal Threatened","Medicinal Cites Listed","Medicinal PartUsed","Medicinal Symptoms Treated","Medicinal Reference"
"7662","","Talinum","","triangulare","","","","10","No","","","","","Africa","","","","","34"
"4294","","Tamarindus","","indica","","","","91","No","","","","","Africa, South America","x","","","","25, 31"
"166390","","Tamarindus","","indicus","","","","2","No","","","","","India","","","fruit",".","12"
"57144","","Tamarix","","chinensis","","","","10","No","","","","","China","","","","","22"
"57147","","Tamarix","","gallica","","","","22","No","","","","","India","","",".","ulcers, cough, fever, diarrhoea","12"
"57153","","Tamus","","communis","","","","43","No","","","","","Europe","","","","","21"
"19257","","Tanacetum","","cinerariifolium","","","","35","No","","","","","Europe","","","","","9"
"9032","","Tanacetum","","vulgare","","","","103","No","","","","","Europe","","","","","21"
"223327","","Taraxacum","","bessarabicum","","","","8","No","","","","","Europe","","","","","21"
"241859","","Taraxacum","","laevigatum","","","","8","No","","","","","Europe","","","","","21"
"266880","","Taraxacum","","mongolicum","","","","3","No","","","","","China","","","","","42, 22"
"4298","","Taraxacum","","officinale","","","","66","No","","","","","Europe","","","","","21"
"266881","","Taraxacum","","serotinum","","","","5","No","","","","","Europe","","","","","21"
"5769","","Taxus","","baccata","","","","161","No","Lower Risk: Least Concern","","","","Afghanistan , Bhutan , China , India , Malaysia , Myanmar , Nepal , Pakistan , Viet Nam","x","Appendix II","leaf","tumour, asthma, bronchitis, epilepsy","12, 30, 13"
"57211","","Taxus","","chinensis","","","","31","No","Lower Risk: Least Concern","","II","2005-01-12","China , India , Malaysia , Viet Nam","x","Appendix II","","","13"
"18647","","Taxus","","cuspidata","","","","129","No","Lower Risk: Least Concern","","II","2005-01-12","China , Japan , Korea, Republic of , Russian Federation","x","Appendix II","","","13"
"57210","","Taxus","","sumatrana","","","","11","No","Lower Risk: Least Concern","","II","2005-01-12","Taiwan","x","Appendix II","","","13"
"8959","","Taxus","","wallichiana","","","","27","No","Data Deficient","","II","2005-01-12","Afghanistan , Bhutan , China , India , Malaysia , Myanmar , Nepal , Pakistan , Viet Nam","x","Appendix II","","","14, 27, 24, 13"
"57213","","Teclea","","simplicifolia","","","","1","No","","","","","Africa","x","","","","25"
"6429","","Tectona","","grandis","","","","34","No","","","","","India, Africa","","","bark","diuretic","12, 34"
"4317","","Terminalia","","arjuna","","","","14","No","","","","","India","x","","bark","asthma, fractures, dysentery","24, 4, 12"
"166879","","Terminalia","","belerica","","","","1","No","","","","","India","","","fruit, leaf","coughs, sore throat, worms, eye diseases","12"
"155063","","Terminalia","","bellerica","","","","1","No","","","","","India","","","","","4"
"57288","","Terminalia","","brownii","","","","4","No","","","","","Africa","x","","","","29"
"72771","","Terminalia","","chebula","","","","9","No","","","","","Africa, China, India","","","fruit, bark","stomach disorders, acidity, asthma, piles, skin diseases, eye diseases, chronic ulcers","34, 42, 4, 12"
"192278","","Terminalia","","glaucescens","","","","1","No","","","","","Africa","","","","","36"
"190929","","Tetrapanax","","papyrifera","","","","5","No","","","","","China","","","","","42"
"101494","","Tetrapanax","","papyriferum","","","","4","No","","","","","China","","","","","22"
"12452","","Teucrium","","polium","subsp.","polium","","8","No","","","","","Europe","","","","","21"
"63137","","Thalictrum","","foliolosum","","","","3","No","","","","","India","x","","roots","stomach pain and gastric trouble","24, 40"
"57405","","Thea","","sinensis","","","","5","No","","","","","Africa","","","","","36"
"4342","","Theobroma","","cacao","","","","96","Yes","","","","","South America and the Caribbean, Africa and Madagascar","","","","","31, 39, 36"
"132062","","Theobroma","","grandiflorum","","","","10","Yes","","","","","South America","","","","","31"
"12754","","Thevetia","","peruviana","","","Stovoldii","1","No","","","","","Africa, South America and the Caribbean","","","","","34, 39"
"5737","","Thuja","","occidentalis","","","","165","No","Lower Risk: Least Concern","","","","US","","","","","17"
"13296","","Thuja","","orientalis","","Aurea Nana","","2","No","","","","","China","","","","","22"
"96759","","Thunbergia","","lancifolia","","","","3","No","","","","","Africa","","","","","34"
"57531","","Thunia","","alba","","","","26","No","","","","","","x","Appendix II","","","13"
"57545","","Thymus","","linearis","","","","6","No","","","","","North Pakistan","","","","","26"
"57544","","Thymus","","serphyllum","var.","aureum","","0","No","","","","","North Pakistan","","","","","26"
"4363","","Thymus","","vulgaris","","","","112","No","","","","","India, South America and the Caribbean","","","whole plant","respiratory disorders","12, 39"
"63342","","Tieghemella","","heckelii","","","","1","No","Endangered","","","","Africa","","","","","34"
"12524","","Tilia","","platyphyllos","","","","98","No","","","","","Europe","","","","","21"
"57629","","Tilia","","tomentosa","","","","103","No","","","","","Europe","","","","","21"
"264302","","Tinospora","","sinensis","","","","2","No","","","","","India","x","","stem","rheumatism,","12, 24"
"73612","","Toddalia","","asiatica","","","","14","No","","","","","Africa","x","","leaf paste, powder of stem bark","stomach ache, toothace","7, 25, 41"
"57804","","Torreya","","californica","","","","55","No","Lower Risk: Conservation Dependent","Rare","","","US","x","","","","17"
"4586","","Trachelospermum","","jasminoides","var.","variegata","","1","No","","","","","China","","","","","42"
"57853","","Trachyspermum","","ammi","","","","4","No","","","","","India","","","leaf, seed","stomach diseases, common cold, migraine, rheumatism, mouth ulcer, earache","12"
"5419","","Tradescantia","","spathacea","","","","58","No","","","","","Latin America and the Caribbean","","","","","39"
"73490","","Trema","","orientalis","","","","11","No","","","","","Africa","","","","","36"
"193222","","Trianthema","","portulacastrum","","","","3","No","","","","","India, Africa","","","whole plant","anaemia","12, 34"
"57929","","Tribulus","","terrestris","","","","21","No","","","","","India, China, Europe","","","fruit","coronary artery-dilator","12, 21, 22"
"57941","","Trichilia","","emetica","","","","7","No","","","","","Africa","x","","","","7, 25"
"98700","","Trichilia","","hirta","","","","5","No","","","","","Latin America and the Caribbean","","","","","39"
"191413","","Trichodesma","","africanum","","","","2","No","","","","","Africa","","","","","34"
"8741","","Trichodesma","","zeylanicum","var.","zeylanicum","","1","No","","","","","Africa","","","","","34"
"72823","","Trichosanthes","","anguina","","","","4","No","","","","","India","","","whole plant","heart diseases, jaundice, fevers, alopecia","12"
"58062","","Trichosanthes","","cucumerina","var.","anguina","","15","No","","","","","Africa","","","","","34"
"58061","","Trichosanthes","","kirilowii","","","","15","No","","","","","China","","","","","22"
"58108","","Tridactyle","","bicaudata","","","","7","No","","","","","","x","Appendix II","","","13"
"58113","","Tridactyle","","tridentata","","","","2","No","","","","","","x","Appendix II","","","13"
"58146","","Trifolium","","pratense","","","","67","No","","","","","Europe, North Pakistan","","","","","21, 26"
"17412","","Trigonella","","foenum-graecum","","","","47","No","","","","","Europe, India","","","seed","purgative, flavouring agent","21, 12"
"58205","","Trillium","","erectum","var.","albiflorum","","2","No","","","","","US","x","","","","17"
"14612","","Tropaeolum","","majus","","","Alaska","0","No","","","","","Europe","","","","","21"
"21219","","Tulbaghia","","alliacea","","","","12","No","","","","","Africa","","","","","34"
"72841","","Tylophora","","asthmatica","","","","1","No","","","","","India","","","leaf","asthma, cough","12"
"58569","","Typha","","angustifolia","","","","66","No","","","","","China","","","","","42"
"58567","","Typha","","latifolia","","","","92","No","","","","","China","","","","","22"
"58575","","Typhonium","","giganteum","","","","24","No","","","","","China","","","","","22"
"58627","","Ulmus","","rubra","","","","50","No","","","","","US","x","","","","17"
"269460","","Uncaria","","rhynchophylla","","","","2","No","","","","","China","","","","","42, 22"
"156750","","Uraria","","picta","","","","1","No","","","","","India","","","fruit","aphrodisiac, analgesic, anti-inflammatory","12"
"4440","","Urginea","","maritima","","","","65","No","","","","","India","","","bulb","cardiac stimulant, diuretic","12"
"18285","","Urtica","","dioica","","","","74","No","","","","","Europe, India, South America, US, North Pakistan","","","leaf, root","rheumatism, sprains, gout, hay fever","21, 12, 31, 17, 26"
"8142","","Urtica","","urens","","","","24","No","","","","","Europe","","","","","21"
"58737","","Vaccaria","","pyramidata","","","","2","No","","","","","China","","","","","22"
"14755","","Vaccinium","","macrocarpon","","","","56","No","","","","","US","","","","","17"
"13921","","Vaccinium","","myrtillus","","","","72","No","","","","","Europe","","","","","21"
"13246","","Vaccinium","","ovatum","","","","41","No","","","","","US","x","","","","17"
"106586","","Vaccinium","","oxycoccos","","","","39","No","","","","","US","x","","","","17"
"9063","","Vaccinium","","vitis-idaea","subsp.","minus","","19","No","","","","","Europe","","","","","21"
"58822","","Valeriana","","jatamansi","","","","1","No","","","","","India, North Pakistan","x","","","","14, 24"
"4443","","Valeriana","","officinalis","","","","119","No","","","","","Europe","","","","","21"
"252167","","Valeriana","","scouleri","","","","0","No","","","","","US","x","","","","17"
"225623","","Valeriana","","wallichii","","","","1","No","","","","","India, North Pakistan","","","root, rhizome","epilepsy","12, 26"
"166885","","Vangueria","","spinosa","","","","1","No","","","","","India","","","fruit, leaf",".","12"
"131182","","Vanilla","","madagascariensis","","","","16","Yes","","","","","Africa","x","","","","29"
"12556","","Vanilla","","planifolia","","","","102","Yes","","","II","2005-01-12","Guyana , Mexico , Nicaragua , Panama , Puerto Rico, US","x","Appendix II","","","13, 17"
"98885","","Vateria","","indica","","","","1","No","Critically Endangered","","","","India","x","","","","24"
"58925","","Veratrum","","lobelianum","","","","17","No","","","","","Europe","","","","","21"
"58948","","Verbascum","","phlomoides","","","","37","No","","","","","Europe","","","","","21"
"255059","","Verbascum","","thapsiforme","","","","4","No","","","","","Europe","","","","","21"
"58997","","Verbena","","hastata","","","","70","No","","","","","US","x","","","","17"
"8171","","Verbena","","officinalis","","","","79","No","","","","","Europe","","","","","21"
"6184","","Vernonia","","amygdalina","","","","7","No","","","","","Africa","","","","","6, 34, 7"
"19239","","Vernonia","","cinerea","","","","8","No","","","","","India","","","whole plant","antipyretic","12"
"13439","","Veronica","","officinalis","","","","73","No","","","","","Europe","","","","","21"
"59082","","Veronicastrum","","virginicum","var.","roseum","","0","No","","","","","US","x","","","","17"
"13348","","Viburnum","","opulus","var.","americanum","","29","No","","","","","Europe, US","x","","","","21, 17"
"59097","","Viburnum","","prunifolium","","","","119","No","","","","","India, US","x","","bark","urinary tract infections","12, 17"
"59093","","Viburnum","","rufidulum","","","","63","No","","","","","US","x","","","","17"
"17743","","Vicia","","faba","","","Coles Dwarf","0","No","","","","","Africa","","","","","34"
"271037","","Vigna","","aconitifolia","","","","2","Yes","","","","","Africa","","","","","34"
"156783","","Vigna","","adenantha","","","","3","Yes","","","","","Africa","","","","","34"
"242684","","Vigna","","angularis","","","","7","Yes","","","","","Africa","","","","","34"
"96890","","Vigna","","luteola","","","","9","Yes","","","","","Africa","","","","","34"
